name,iters,time,cycles,cpuTime,utime,stime,maxrss,minflt,majflt,nvcsw,nivcsw,allocated,numGcs,bytesCopied,mutatorWallSeconds,mutatorCpuSeconds,gcWallSeconds,gcCpuSeconds
filtering/dropWhile-true/pipes,16,0.681475937,1495784614,0.681491,0.0,0.0,3600384,0,0,0,120,4351303632,4166,337240,0.67285225,0.667397,8.630698e-3,6.545e-3
filtering/dropWhile-true/conduit,2,3.1723266e-2,69630079,3.1705e-2,0.0,0.0,184832000,0,0,0,6,207667200,200,5112,3.1313684e-2,3.0976e-2,4.23412e-4,3.22e-4
filtering/dropWhile-true/conduit,3,4.8296327e-2,106006506,4.8343e-2,0.0,0.0,184832000,0,0,0,5,311500800,300,6776,4.773319e-2,4.7434e-2,5.73481e-4,4.49e-4
filtering/dropWhile-true/conduit,4,7.0061357e-2,153779004,7.0096e-2,0.0,0.0,184832000,0,0,0,11,415334400,400,8432,6.9207261e-2,6.8691e-2,8.63399e-4,6.58e-4
filtering/dropWhile-true/conduit,5,8.1477213e-2,178835888,8.1472e-2,0.0,0.0,184832000,0,0,0,31,519168000,500,10104,8.0391923e-2,7.9601e-2,1.094095e-3,8.35e-4
filtering/dropWhile-true/conduit,6,9.659652e-2,212021568,9.6663e-2,0.0,0.0,184832000,0,0,0,10,623001600,600,11744,9.5305636e-2,9.4617e-2,1.304347e-3,9.97e-4
filtering/dropWhile-true/conduit,7,0.115512054,253539610,0.11529,0.0,0.0,184832000,0,0,0,22,727873536,701,13416,0.114008207,0.112817,1.51521e-3,1.137e-3
filtering/dropWhile-true/conduit,8,0.129673232,284622262,0.12976,0.0,0.0,184832000,0,0,0,17,831707136,801,15072,0.128055172,0.127165,1.629778e-3,1.274e-3
filtering/dropWhile-true/conduit,9,0.153829153,337642466,0.153883,0.0,0.0,184832000,0,0,0,26,935540736,901,16728,0.151927147,0.150863,1.911308e-3,1.475e-3
filtering/dropWhile-true/conduit,10,0.166471893,365392338,0.166471,0.0,0.0,184832000,0,0,0,35,1039374336,1001,18384,0.164248693,0.162774,2.235824e-3,1.728e-3
filtering/dropWhile-true/conduit,11,0.192387765,422275772,0.192394,0.0,0.0,184832000,0,0,0,38,1143207936,1101,20040,0.189875178,0.188182,2.526946e-3,1.974e-3
filtering/dropWhile-true/conduit,12,0.206359452,452942308,0.206525,0.0,0.0,184832000,0,0,0,22,1247041536,1201,21696,0.203864694,0.202544,2.511655e-3,1.967e-3
filtering/dropWhile-true/conduit,13,0.216804339,475868010,0.216823,0.0,0.0,184832000,0,0,0,36,1351913472,1302,23368,0.213848662,0.212138,2.965191e-3,2.243e-3
filtering/dropWhile-true/conduit,14,0.227897337,500216248,0.227891,0.0,0.0,184832000,0,0,0,50,1455747072,1402,25024,0.224885164,0.222746,3.022256e-3,2.372e-3
filtering/dropWhile-true/conduit,15,0.246895409,541915432,0.247003,0.0,0.0,184832000,0,0,0,39,1559580672,1502,26680,0.243688667,0.241848,3.219789e-3,2.519e-3
filtering/dropWhile-true/conduit,16,0.28675444,629403000,0.285571,0.0,0.0,184832000,0,0,0,194,1663414272,1602,28336,0.282826286,0.278519,3.943366e-3,3.101e-3
filtering/dropWhile-true/conduit,17,0.344530706,756217038,0.342022,0.0,0.0,184832000,0,0,0,342,1767247872,1702,29992,0.339547747,0.332067,4.995462e-3,4.038e-3
filtering/dropWhile-true/conduit,18,0.315568795,692648032,0.314903,0.0,0.0,184832000,0,0,0,173,1871081472,1802,31648,0.311156028,0.307139,4.425089e-3,3.426e-3
filtering/dropWhile-true/conduit,19,0.329979388,724278106,0.328574,0.0,0.0,184832000,0,0,0,221,1975953408,1903,33320,0.325401339,0.320596,4.589917e-3,3.57e-3
zip/vector,47,3.1931944e-2,70088128,3.1895e-2,0.0,0.0,2707456,0,0,0,13,0,0,0,3.194208e-2,3.1817e-2,0.0,0.0
zip/vector,49,4.0452366e-2,88789698,4.0328e-2,0.0,0.0,2707456,0,0,0,13,0,0,0,4.045957e-2,4.0199e-2,0.0,0.0
zip/vector,52,3.714672e-2,81534036,3.7074e-2,0.0,0.0,2707456,0,0,0,12,0,0,0,3.7154149e-2,3.7008e-2,0.0,0.0
zip/vector,54,3.4990463e-2,76801354,3.4954e-2,0.0,0.0,2707456,0,0,0,8,0,0,0,3.5000642e-2,3.4908e-2,0.0,0.0
zip/vector,57,3.7847977e-2,83073202,3.7812e-2,0.0,0.0,2707456,0,0,0,9,0,0,0,3.7855725e-2,3.7743e-2,0.0,0.0
zip/vector,60,3.9939885e-2,87664836,3.988e-2,0.0,0.0,2707456,0,0,0,15,0,0,0,3.9945594e-2,3.9719e-2,0.0,0.0
